,customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
4257,9732-EQMWY,49,Yes,Month-to-month,No,Electronic check,99.4,5025,No,Female,0,Yes,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
4258,9360-AHGNL,43,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes,Female,1,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4259,1087-UDSIH,3,Yes,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4260,5269-NRGDP,42,Yes,One year,No,Electronic check,73.15,3088.25,No,Male,0,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
4261,6195-MELTI,57,Yes,One year,Yes,Mailed check,54.65,3134.7,No,Male,0,No,No,No,DSL,No,Yes,No,Yes,No,No
4262,5485-WUYWF,2,Yes,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes,Male,1,No,No,No,DSL,Yes,No,Yes,No,Yes,No
4263,2121-JAFOM,72,Yes,Two year,Yes,Credit card (automatic),115.55,8312.4,No,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4264,8818-DOPVL,46,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,No,Female,1,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4265,2632-UCGVD,66,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,Male,1,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
4266,5445-PZWGX,62,Yes,One year,No,Electronic check,102.0,6529.25,Yes,Male,0,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes
4267,1227-UDMZR,72,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,No,Female,0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4268,5198-HQAEN,35,Yes,One year,Yes,Electronic check,89.7,3165.6,No,Male,0,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No
4269,9170-CCKOU,17,Yes,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,Male,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
4270,2167-FQSTQ,72,Yes,Two year,Yes,Electronic check,92.4,6786.1,No,Female,0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4271,2819-GWENI,28,Yes,One year,No,Mailed check,19.9,543,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4272,1043-YCUTE,56,Yes,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes,Male,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4273,3814-MLAXC,31,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,Female,0,No,No,Yes,Fiber optic,No,No,No,Yes,No,No
4274,3572-UUHRS,45,Yes,One year,No,Bank transfer (automatic),18.85,867.3,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4275,2692-PFYTJ,1,Yes,Month-to-month,Yes,Mailed check,25.75,25.75,No,Female,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4276,1226-UDFZR,2,Yes,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,Female,0,No,No,No,DSL,No,Yes,No,No,No,No
4277,5955-EPOAZ,6,Yes,Month-to-month,Yes,Mailed check,20.95,109.5,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4278,6821-JPCDC,48,Yes,One year,Yes,Electronic check,97.05,4692.95,No,Female,0,Yes,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
4279,8815-LMFLX,25,Yes,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4280,9135-HSWOC,64,Yes,Two year,Yes,Bank transfer (automatic),19.7,1274.05,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4281,8582-KRHPJ,50,No,Month-to-month,Yes,Mailed check,35.0,1782.4,No,Male,0,No,No,No phone service,DSL,Yes,Yes,No,No,No,No
4282,5811-IWXYM,52,Yes,One year,No,Bank transfer (automatic),101.25,5301.1,No,Female,0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4283,7044-YAACC,4,Yes,Month-to-month,Yes,Electronic check,70.2,280.35,No,Male,1,Yes,No,No,Fiber optic,No,No,No,No,No,No
4284,8189-XRIKE,32,Yes,Month-to-month,No,Electronic check,90.95,2897.95,No,Female,1,No,No,No,Fiber optic,No,No,No,No,Yes,Yes
4285,1506-YJTYT,45,Yes,Two year,No,Credit card (automatic),73.85,3371,No,Male,0,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No
4286,4123-DVHPH,9,Yes,Month-to-month,Yes,Electronic check,88.05,801.3,No,Male,0,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,Yes
4287,6425-YQLLO,66,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,Yes,Female,1,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
4288,5442-UTCVD,3,Yes,Month-to-month,No,Electronic check,91.85,257.05,Yes,Male,0,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
4289,2228-BZDEE,54,Yes,Two year,No,Mailed check,20.1,1079.45,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4290,7734-DBOAI,1,No,Month-to-month,No,Electronic check,40.1,40.1,Yes,Female,0,Yes,Yes,No phone service,DSL,No,No,No,Yes,Yes,No
4291,2789-CZANW,64,Yes,Two year,No,Bank transfer (automatic),110.3,6997.3,No,Female,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
4292,2091-RFFBA,31,Yes,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes,Female,1,No,No,Yes,Fiber optic,No,No,No,No,No,No
4293,2114-MGINA,14,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes,Female,0,No,No,No,Fiber optic,No,No,No,No,Yes,Yes
4294,7596-LDUXP,12,Yes,One year,Yes,Credit card (automatic),85.15,979.05,No,Female,0,No,No,No,Fiber optic,Yes,No,No,No,Yes,No
4295,3740-RLMVT,67,Yes,One year,Yes,Bank transfer (automatic),60.95,4119.4,No,Male,1,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No
4296,4489-SNOJF,35,Yes,Month-to-month,No,Electronic check,72.25,2568.55,Yes,Female,0,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No
4297,2192-OZITF,45,Yes,Two year,No,Mailed check,73.55,3349.1,No,Female,0,No,No,Yes,DSL,Yes,No,No,Yes,No,Yes
4298,5651-CPDND,10,Yes,Month-to-month,No,Mailed check,46.0,492.1,No,Male,0,No,No,No,DSL,No,No,No,No,No,No
4299,2186-QZEYA,29,Yes,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,No,Female,1,No,No,Yes,DSL,Yes,Yes,No,No,No,No
4300,1131-ALZWV,24,Yes,One year,No,Bank transfer (automatic),24.6,605.25,No,Female,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4301,7729-XBTWX,66,Yes,Two year,Yes,Mailed check,19.75,1344.5,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4302,9134-WYRVP,51,Yes,One year,No,Mailed check,86.35,4267.15,No,Male,0,No,No,No,Fiber optic,Yes,No,No,No,Yes,No
4303,3284-SVCRO,45,Yes,Two year,No,Mailed check,25.5,1121.05,No,Female,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4304,9732-OUYRN,49,Yes,One year,No,Credit card (automatic),19.0,918.7,No,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4305,0559-CKHUS,29,Yes,Two year,Yes,Mailed check,19.55,521.8,No,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4306,2931-SVLTV,40,Yes,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,No,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
4307,6899-PPEEA,37,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,Female,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
4308,7504-UWHNB,25,Yes,Month-to-month,No,Electronic check,69.75,1729.35,No,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No
4309,2582-FFFZR,22,No,Month-to-month,Yes,Electronic check,50.6,1073.3,No,Female,0,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
4310,8908-NMQTX,72,No,Two year,Yes,Bank transfer (automatic),65.6,4566.5,No,Male,0,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4311,2187-LZGPL,7,No,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,Female,0,No,No,No phone service,DSL,No,Yes,No,No,No,Yes
4312,1431-AIDJQ,33,Yes,Two year,No,Credit card (automatic),82.1,2603.1,No,Male,0,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
4313,6288-LBEAR,23,Yes,Month-to-month,Yes,Mailed check,79.1,1783.75,No,Female,0,No,No,No,Fiber optic,No,Yes,No,Yes,No,No
4314,4597-NUCQV,24,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,Male,1,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
4315,9019-QVLZD,1,Yes,Month-to-month,No,Electronic check,79.55,79.55,Yes,Female,0,No,No,No,Fiber optic,No,No,No,No,Yes,No
4316,8413-YNHNV,69,Yes,Two year,No,Mailed check,90.65,6322.1,No,Male,0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4317,5808-TOTXO,3,Yes,One year,Yes,Credit card (automatic),20.55,57.4,No,Female,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4318,4369-NYSCF,56,Yes,One year,Yes,Bank transfer (automatic),75.75,4284.65,No,Male,0,No,No,No,DSL,No,Yes,No,Yes,Yes,Yes
4319,6333-YDVLT,65,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,No,Male,0,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4320,5324-KTGCG,71,Yes,One year,No,Electronic check,20.85,1539.75,No,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4321,5599-HVLTW,14,Yes,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,No,Female,1,No,No,Yes,Fiber optic,No,No,Yes,No,No,No
4322,7394-LWLYN,2,Yes,Month-to-month,Yes,Electronic check,70.15,123.8,No,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
4323,3707-LRWZD,32,Yes,One year,No,Electronic check,84.05,2781.85,Yes,Female,0,No,No,Yes,Fiber optic,No,No,No,No,Yes,No
4324,6873-UDNLD,40,Yes,Month-to-month,No,Electronic check,67.45,2731,No,Male,0,No,No,No,DSL,Yes,No,Yes,No,No,Yes
4325,2700-LUEVA,1,Yes,Month-to-month,No,Credit card (automatic),20.75,20.75,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4326,1455-ESIQH,1,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,Male,0,No,No,No,Fiber optic,No,No,No,No,Yes,Yes
4327,0958-YHXGP,7,Yes,Month-to-month,Yes,Mailed check,69.9,497.3,No,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
4328,1101-SSWAG,15,Yes,Month-to-month,Yes,Electronic check,51.1,711.15,No,Female,0,Yes,No,Yes,DSL,No,No,No,No,No,No
4329,2979-SXESE,17,Yes,Month-to-month,No,Electronic check,94.4,1607.2,Yes,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
4330,4013-TLDHQ,19,Yes,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,Male,0,No,No,No,Fiber optic,No,Yes,Yes,No,No,No
4331,5743-KHMNA,71,Yes,Two year,No,Bank transfer (automatic),25.55,1898.1,No,Male,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4332,4194-FJARJ,54,Yes,Two year,No,Bank transfer (automatic),60.0,3273.95,No,Female,0,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No
4333,5325-UWTWJ,31,Yes,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,No,Male,0,Yes,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
4334,3969-GYXEL,11,Yes,Month-to-month,No,Electronic check,76.4,838.7,No,Female,0,No,No,No,Fiber optic,Yes,No,No,No,No,No
4335,9208-OLGAQ,18,Yes,Month-to-month,Yes,Electronic check,84.95,1443.65,No,Female,1,No,No,No,Fiber optic,No,No,Yes,No,No,Yes
4336,3244-CQPHU,72,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,No,Female,1,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
4337,2674-MLXMN,71,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,No,Female,1,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
4338,9708-HPXWZ,5,No,Month-to-month,No,Credit card (automatic),45.4,214.75,No,Male,1,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,No
4339,6992-TKNYO,38,Yes,One year,No,Credit card (automatic),69.0,2669.45,No,Male,0,Yes,No,Yes,DSL,No,No,Yes,Yes,No,Yes
4340,4468-YDOVK,5,Yes,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,No,Male,0,No,Yes,No,DSL,No,No,No,Yes,No,No
4341,3754-DXMRT,2,Yes,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,Male,1,No,No,No,DSL,No,No,No,No,No,No
4342,5792-JALQC,52,Yes,Two year,No,Bank transfer (automatic),59.85,3103.25,No,Female,1,No,No,Yes,DSL,Yes,No,Yes,No,No,No
4343,7130-VTEWQ,8,Yes,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,Female,1,No,No,Yes,Fiber optic,No,No,No,No,No,No
4344,2200-DSAAL,68,Yes,Two year,Yes,Electronic check,80.65,5330.2,No,Female,0,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes
4345,4302-ZYFEL,69,Yes,One year,Yes,Credit card (automatic),20.55,1403.1,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4346,9351-LZYGF,42,Yes,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,No,Female,0,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No
4347,4366-CTOUZ,50,Yes,Two year,Yes,Mailed check,100.2,5038.45,No,Female,0,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
4348,6121-VZNQB,1,Yes,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4349,7903-CMPEY,1,Yes,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,Male,1,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,No
4350,1518-OMDIK,33,Yes,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,No,Male,0,Yes,No,No,DSL,No,No,No,No,No,No
4351,6671-NGWON,7,Yes,Month-to-month,No,Mailed check,20.35,150.6,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4352,0595-ITUDF,64,Yes,Month-to-month,Yes,Electronic check,91.8,5960.5,No,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
4353,6996-KNSML,1,Yes,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,Female,0,No,No,No,Fiber optic,No,No,Yes,No,No,No
4354,1955-IBMMB,59,Yes,Two year,Yes,Bank transfer (automatic),20.2,1192.3,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4355,0096-BXERS,6,Yes,Month-to-month,No,Electronic check,50.35,314.55,No,Female,0,Yes,No,Yes,DSL,No,No,No,No,No,No
4356,3806-YAZOV,3,Yes,Month-to-month,No,Mailed check,18.8,56,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4357,7998-ZLXWN,15,Yes,Month-to-month,No,Credit card (automatic),20.45,330.8,No,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4358,6253-WRFHY,13,Yes,One year,Yes,Electronic check,64.75,877.35,No,Male,0,Yes,Yes,No,DSL,No,No,No,No,Yes,Yes
4359,9133-AYJZG,23,Yes,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,No,Female,0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
4360,2675-OTVVJ,31,Yes,Month-to-month,No,Electronic check,89.45,2807.65,No,Male,1,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,No
4361,8680-CGLTP,29,Yes,One year,Yes,Electronic check,58.75,1696.2,No,Male,0,No,No,No,DSL,Yes,Yes,No,Yes,No,No
4362,8430-TWCBX,49,Yes,One year,No,Credit card (automatic),20.7,1032.05,No,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4363,5018-GWURO,56,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,No,Female,0,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No
4364,6741-QRLUP,63,Yes,Two year,Yes,Credit card (automatic),80.3,4995.35,No,Female,0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
4365,4737-HOBAX,63,Yes,Two year,No,Credit card (automatic),79.8,5034.05,No,Male,0,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes
4366,0537-QYZZN,24,Yes,Month-to-month,Yes,Electronic check,79.85,1857.75,No,Male,1,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
4367,3340-QBBFM,36,Yes,One year,No,Credit card (automatic),54.1,1992.85,No,Male,1,Yes,No,No,DSL,No,No,Yes,Yes,No,No
4368,1704-NRWYE,9,Yes,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,Female,1,No,No,No,Fiber optic,No,No,No,No,Yes,No
4369,2592-SEIFQ,3,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,Male,0,No,No,No phone service,DSL,No,No,No,No,No,No
4370,8200-KLNYW,21,Yes,One year,No,Mailed check,80.9,1714.95,No,Female,0,Yes,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes
4371,3372-CDXFJ,13,Yes,One year,No,Bank transfer (automatic),24.5,343.6,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4372,4781-ZXYGU,1,Yes,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4373,7632-YUTXB,25,Yes,One year,No,Mailed check,20.05,520.1,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4374,2718-YSKCS,71,Yes,Two year,Yes,Bank transfer (automatic),19.6,1387.45,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4375,9896-UYMIE,66,Yes,One year,Yes,Bank transfer (automatic),114.3,7383.7,No,Male,0,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4376,0853-NWIFK,45,Yes,One year,Yes,Electronic check,100.3,4483.95,No,Female,0,No,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
4377,8212-CRQXP,22,Yes,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,No,Female,0,Yes,No,No,Fiber optic,No,No,No,No,Yes,No
4378,6980-CDGFC,67,Yes,One year,Yes,Bank transfer (automatic),20.85,1327.4,No,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4379,7691-XVTZH,68,Yes,Two year,Yes,Bank transfer (automatic),89.95,5974.3,No,Female,0,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,No
4380,2520-SGTTA,0,Yes,Two year,No,Mailed check,20.0, ,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4381,7481-ATQQS,49,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,Female,1,No,No,Yes,Fiber optic,No,No,Yes,No,No,Yes
4382,2277-VWCNI,4,Yes,Month-to-month,No,Mailed check,48.75,179.85,No,Female,1,No,No,Yes,DSL,No,No,No,No,No,No
4383,1088-CNNKB,63,Yes,One year,No,Credit card (automatic),80.0,5040.2,No,Male,0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
4384,8642-GVWRF,2,Yes,Month-to-month,No,Bank transfer (automatic),79.7,165,Yes,Female,0,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,No
4385,1930-BZLHI,21,Yes,One year,Yes,Mailed check,20.35,422.7,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4386,3400-ESFUW,55,Yes,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,Male,0,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No
4387,5868-YTYKS,1,Yes,Month-to-month,Yes,Mailed check,20.25,20.25,No,Male,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4388,3525-DVKFN,17,Yes,Two year,No,Mailed check,19.4,358.05,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4389,1482-OXZSY,30,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,No,Male,0,No,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
4390,0377-JBKKT,22,Yes,Month-to-month,Yes,Mailed check,57.95,1271.8,No,Male,0,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No
4391,5778-BVOFB,9,Yes,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,No,Female,0,No,No,No,DSL,No,No,No,Yes,Yes,No
4392,3373-YZZYM,1,Yes,Month-to-month,No,Mailed check,19.2,19.2,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4393,2057-ZBLPD,21,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes,Female,0,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes
4394,0228-MAUWC,19,Yes,Month-to-month,No,Electronic check,59.55,1144.6,No,Male,0,No,No,Yes,DSL,No,No,Yes,Yes,No,No
4395,5502-RLUYV,69,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,Female,0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4396,0023-HGHWL,1,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,Male,1,No,No,No phone service,DSL,No,No,No,No,No,No
4397,7663-YJHSN,72,Yes,Two year,Yes,Bank transfer (automatic),103.95,7556.9,No,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
4398,4915-BFSXL,70,Yes,Two year,No,Credit card (automatic),68.95,4858.7,No,Male,0,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No
4399,3086-RUCRN,66,Yes,Month-to-month,Yes,Bank transfer (automatic),103.1,6595,No,Female,0,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
4400,5215-LNLDJ,7,No,Month-to-month,Yes,Electronic check,24.7,149.05,No,Female,0,Yes,Yes,No phone service,DSL,No,No,No,No,No,No
4401,7576-JMYWV,46,Yes,Month-to-month,Yes,Electronic check,110.2,4972.1,No,Female,1,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
4402,9039-RBEEE,39,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,Male,0,No,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No
4403,0257-KXZGU,32,Yes,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,No,Female,0,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No
4404,1307-ATKGB,24,Yes,Month-to-month,Yes,Electronic check,89.55,2187.15,No,Male,0,No,No,No,Fiber optic,No,Yes,Yes,No,No,Yes
4405,8417-FMLZI,6,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,Male,0,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
4406,3714-XPXBW,37,Yes,Month-to-month,Yes,Credit card (automatic),78.9,2976.95,No,Female,0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
4407,1850-AKQEP,8,Yes,Month-to-month,No,Mailed check,20.35,178.7,No,Male,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4408,2824-DXNKN,72,Yes,Two year,Yes,Bank transfer (automatic),71.45,5025.85,No,Female,0,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No
4409,5227-JSCFE,71,No,Two year,No,Credit card (automatic),46.35,3353.4,No,Male,1,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
4410,0848-ZGQIJ,16,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,No,Female,0,Yes,No,No,Fiber optic,No,Yes,No,No,Yes,Yes
4411,3621-CHYVB,57,No,Month-to-month,Yes,Bank transfer (automatic),49.9,2782.4,No,Female,0,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes
4412,8042-RNLKO,66,Yes,One year,No,Bank transfer (automatic),25.45,1699.15,No,Male,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4413,1792-UXAFY,17,Yes,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,Female,1,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,No
4414,5372-FBKBN,21,Yes,Month-to-month,No,Mailed check,20.75,452.2,No,Female,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4415,0420-TXVSG,66,Yes,Two year,Yes,Credit card (automatic),66.1,4428.45,No,Male,0,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No
4416,6217-TOWGS,17,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,No,Female,0,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes
4417,0515-YPMCW,1,Yes,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,Male,0,No,Yes,No,Fiber optic,No,No,No,No,No,No
4418,0378-XSZPU,58,Yes,One year,No,Credit card (automatic),60.3,3563.8,Yes,Male,0,Yes,No,No,DSL,Yes,Yes,Yes,No,No,No
4419,1045-LTCYT,8,Yes,Month-to-month,No,Credit card (automatic),21.05,139.75,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4420,1544-JJMYL,27,Yes,One year,No,Credit card (automatic),69.35,1927.3,No,Male,0,No,No,No,DSL,Yes,No,Yes,Yes,Yes,No
